Date,Open,High,Low,Close,Adj Close,Volume
1/2/2015,178.649994,179.229996,176.979996,177.940002,153.454803,4997200
1/5/2015,177.059998,177.210007,174.460007,174.839996,150.781387,6700200
1/6/2015,175.100006,175.539993,172.320007,173.389999,149.530914,10131400
1/7/2015,174.850006,175.789993,174.240005,175.589996,151.428162,5547000
1/8/2015,177.259995,178.960007,177.210007,178.759995,154.161942,7166700
1/9/2015,178.979996,179.059998,176.630005,177.220001,152.833893,6646600
1/12/2015,177.440002,177.630005,175.460007,176.240005,151.988739,4305300
1/13/2015,177.720001,179.029999,174.699997,175.979996,151.764542,9913500
1/14/2015,173.440002,174.720001,172.419998,174.059998,150.108704,11090600
1/15/2015,174.740005,175.080002,172.809998,173.059998,149.246307,9293700
1/16/2015,172.570007,174.970001,172.119995,174.669998,150.763702,8721900
1/20/2015,175.229996,175.610001,173.139999,174.899994,150.962234,7224100
1/21/2015,174.25,175.75,173.660004,175.350006,151.350693,6259300
1/22/2015,175.919998,178.139999,174.509995,177.919998,153.568939,9565100
1/23/2015,177.710007,177.820007,176.389999,176.410004,152.265533,4795300
1/26/2015,176.160004,176.710007,175.380005,176.5,152.343246,3730400
1/27/2015,173.5,174.75,172.589996,173.589996,149.831482,11565100
1/28/2015,174.550003,174.610001,171.589996,171.720001,148.217453,9673200
1/29/2015,172.160004,174.070007,171.059998,173.899994,150.098984,9615200
1/30/2015,173.199997,173.949997,171.270004,171.449997,147.984421,11138500
2/2/2015,171.949997,173.429993,170.100006,173.270004,149.555359,9437900
2/3/2015,174.130005,176.399994,174.100006,176.330002,152.196518,7543400
2/4/2015,175.800003,177.570007,175.779999,176.529999,152.369156,5935900
2/5/2015,177.279999,178.639999,177.089996,178.550003,154.112686,6037800
2/6/2015,178.820007,179.360001,177.479996,178.089996,153.715683,7211900
2/9/2015,177.179993,177.940002,176.679993,177.089996,152.852478,3723100
2/10/2015,178.169998,178.75,177.139999,178.509995,154.078064,3572700
2/11/2015,178.089996,179.089996,177.669998,178.699997,154.242096,5174500
2/12/2015,179.270004,179.929993,179,179.839996,155.226105,3742700
