Date,Open,High,Low,Close,Adj Close,Volume
1/3/2000,116.03125,116.03125,113,113.5,70.035995,1278800
1/4/2000,112.28125,112.96875,109.765625,109.765625,67.731735,1535700
1/5/2000,110,112.375,109.03125,111.1875,68.609116,2007000
1/6/2000,111.40625,113.171875,111.1875,111.75,68.956184,2639500
1/7/2000,113.3125,115.5625,113.21875,115.5,71.270126,3767400
1/10/2000,116.8125,116.8125,115.4375,116,71.57869,762900
1/11/2000,115.15625,116.75,115.015625,115.140625,71.048416,1658700
1/12/2000,115.5,116.1875,115.15625,115.4375,71.231636,813300
1/13/2000,116.015625,116.625,115.21875,115.875,71.501579,1192200
1/14/2000,117.46875,117.5,116.125,117.5,72.504257,1935500
1/18/2000,116.4375,116.875,115.5,115.71875,71.405121,656500
1/19/2000,115.625,115.796875,114.59375,115.5625,71.308792,1003400
1/20/2000,115.9375,115.96875,112.65625,113.734375,70.180679,887000
1/21/2000,114.1875,114.1875,112.3125,112.8125,69.65773,783200
1/24/2000,113.25,113.625,109.0625,110,67.921135,2066100
1/25/2000,110.59375,110.875,108.75,110.34375,68.133408,1728200
1/26/2000,110.21875,111.375,110.125,110.46875,68.210571,1001400
1/27/2000,111.125,111.609375,109.1875,110.46875,68.210571,853900
1/28/2000,109.84375,110.0625,107.140625,107.40625,66.319588,1253300
1/31/2000,107.140625,109.625,107,109.5,67.612389,996600
2/1/2000,109.5625,110.71875,109.03125,110.28125,68.094795,786500
2/2/2000,110.375,111.1875,109.65625,109.6875,67.728142,618100
2/3/2000,110.625,110.65625,108.21875,110.5,68.229874,863300
2/4/2000,110.4375,110.96875,109.34375,109.75,67.766815,474000
2/7/2000,109.15625,109.46875,108.375,108.75,67.149345,718900
2/8/2000,109.90625,110.34375,109.125,109.3125,67.496635,993100
2/9/2000,109.1875,109.375,106.78125,106.90625,66.010925,819900
2/10/2000,107.265625,107.59375,106.015625,107,66.068764,1263500
2/11/2000,106.5625,106.5625,103.625,104.5,64.525101,2148400
2/14/2000,105,105.59375,104.5625,105.5,65.142509,1300800
2/15/2000,105.59375,107.875,105.015625,107.4375,66.338882,1360000
2/16/2000,106.875,107.6875,105.75,105.8125,65.335533,725800
2/17/2000,106.78125,106.859375,104.65625,104.78125,64.698753,1164100
2/18/2000,105,105,102,102.25,63.213654,1526700
2/22/2000,102.875,103.46875,101,102.8125,63.561344,1518800
2/23/2000,102.96875,103.5,101.625,102.25,63.213654,1558900
2/24/2000,102.5625,102.6875,99.5625,102,63.059048,4518700
2/25/2000,100.59375,101.46875,98.1875,98.5625,60.933914,3316900
2/28/2000,99.1875,101.625,98.25,100.140625,61.909512,3068300
2/29/2000,101.1875,102.125,100.4375,101.5625,62.788616,1205000
3/1/2000,101.78125,102.78125,100.6875,101.625,62.827259,1136200
3/2/2000,101.46875,102.25,101,101.6875,62.865856,576000
3/3/2000,103.34375,104.546875,103,103.875,64.218254,1678200
3/6/2000,103.8125,103.984375,101.140625,101.71875,62.885212,1220500
3/7/2000,101.46875,101.53125,97.53125,98,60.586201,3745500
3/8/2000,98.75,99.375,97.15625,98.46875,60.875957,2618900
3/9/2000,98.84375,100.4375,97.3125,100.328125,62.025482,1715100
3/10/2000,99.90625,101.0625,98.96875,99.5625,61.552124,1352600
3/13/2000,96.84375,100.1875,96.84375,99.625,61.59079,1506500
3/14/2000,100.3125,100.6875,98,98.46875,60.875957,854300
3/15/2000,98.625,101.984375,97.65625,101.625,62.827259,2040200
3/16/2000,102.5625,106.875,102.40625,106.78125,66.014938,4857700
3/17/2000,106,107.71875,105.671875,106.125,65.706467,3710500
3/20/2000,106.28125,107.34375,105.890625,106.8125,66.132111,1812000
3/21/2000,106.5625,109.1875,105.9375,109.125,67.563919,2310300
3/22/2000,109.15625,109.25,107.8125,108.578125,67.225311,2434800
3/23/2000,108.375,111.5,108.25,111.125,68.802216,1894400
3/24/2000,110.53125,112.46875,110.28125,111.125,68.802216,1903400
3/27/2000,111.34375,111.90625,109.6875,109.8125,67.989578,1431300
3/28/2000,109.125,110.984375,109.125,109.375,67.718681,1575100
3/29/2000,109.84375,111.21875,108.9375,110.75,68.570038,1426600
3/30/2000,109.875,111.5,108.875,110.0625,68.144356,3573300
3/31/2000,110.796875,111.25,109.0625,109.4375,67.757347,1103400
4/3/2000,109.3125,112.6875,109.125,112.6875,69.769569,1411100
4/4/2000,112.5625,114.34375,106.34375,111.6875,69.150452,6635600
4/5/2000,110.3125,112.3125,109.890625,110.375,68.337814,3400700
4/6/2000,111.375,112.21875,110.375,111.421875,68.985977,2279700
4/7/2000,111.96875,111.984375,110.5625,110.90625,68.666756,1027100
4/10/2000,111.21875,112.984375,110.90625,112.0625,69.382652,1833500
4/11/2000,112.25,113.734375,110.84375,113.25,70.117844,3624800
4/12/2000,113.875,114.53125,110.5,110.515625,68.424881,3620700
4/13/2000,111.359375,111.5625,108.75,109.03125,67.505898,4333100
4/14/2000,107.4375,108.25,101.515625,102.515625,63.471786,4518600
4/17/2000,102.875,106.03125,102.25,106,65.629059,5978400
4/18/2000,106.46875,107.78125,105.890625,107.0625,66.286888,1576900
4/19/2000,107.4375,108.0625,106.328125,106.8125,66.132111,1536500
4/20/2000,107.0625,108.78125,106.84375,108.78125,67.379417,1886300
4/24/2000,107,109.25,106.75,108.875,67.437515,1714200
4/25/2000,109.71875,111.625,108.78125,111.28125,68.927933,2798800
4/26/2000,111.5625,111.5625,108.9375,109,67.514977,2051700
4/27/2000,107.09375,109.5,107.09375,108.375,67.127785,1656700
4/28/2000,109.375,109.5,107,107.5625,66.624504,1166000
5/1/2000,107.96875,109.34375,107.15625,108.125,66.973,1385800
5/2/2000,107.5,108.234375,106.8125,107.0625,66.314835,705000
5/3/2000,106.515625,106.71875,103.75,104.8125,64.921219,2333500
5/4/2000,105.28125,105.28125,103.78125,104.3125,64.61145,1154900
5/5/2000,103.3125,105.890625,103.3125,105.84375,65.55999,1352100
5/8/2000,105.265625,106.375,105,105.9375,65.617996,665500
5/9/2000,106.0625,106.9375,105,105.375,65.269577,1194600
5/10/2000,104.53125,105.09375,102.625,103.3125,63.992065,1832600
5/11/2000,104,105.90625,103.875,105.75,65.501907,1342700
5/12/2000,106,106.78125,105.75,106.25,65.811584,999400
5/15/2000,106.46875,108.25,106.0625,108.203125,67.0214,721400
5/16/2000,108.875,109.78125,108.1875,109.3125,67.708511,1155300
5/17/2000,108.3125,108.6875,107.5625,107.75,66.74073,896000
5/18/2000,108.015625,108.8125,107.40625,107.4375,66.547119,931300
5/19/2000,106.5625,107.03125,105.515625,106.5625,66.109184,1394200
5/22/2000,106.125,106.34375,103.625,105.53125,65.469398,1233400
5/23/2000,105.59375,105.6875,104.015625,104.4375,64.79081,715700
5/24/2000,104.734375,105.6875,103.46875,105.4375,65.411232,1256700
5/25/2000,105.71875,105.8125,102.5625,103.5,64.209221,1199600
5/26/2000,103.46875,103.984375,102.53125,103.125,63.976597,918800
5/30/2000,104.125,105.5,103.53125,105.4375,65.411232,822500
5/31/2000,105.03125,106.09375,105,105.3125,65.333664,476100
6/1/2000,105.984375,107,105.34375,106.5,66.070404,791900
6/2/2000,108.75,108.96875,107.515625,107.515625,66.700439,751000
6/5/2000,107.375,108.734375,107.375,108.25,67.156075,750600
6/6/2000,107.5,107.984375,107.0625,107.640625,66.777962,392700
6/7/2000,107.375,108.6875,107.03125,108.34375,67.214172,895300
6/8/2000,107.71875,107.71875,106.375,106.78125,66.24485,847900
6/9/2000,107.71875,107.71875,105.890625,106.265625,65.92498,818500
6/12/2000,106.640625,106.6875,105.65625,105.71875,65.585678,429700
6/13/2000,105.1875,106.703125,104.875,106.5,66.070404,954000
6/14/2000,106.921875,107.484375,106.40625,107.25,66.53569,614900
6/15/2000,107.125,107.75,106.640625,106.84375,66.283562,647700
6/16/2000,107.046875,107.15625,104.515625,104.515625,64.874535,3000700
6/19/2000,104.765625,106.0625,104.328125,105.59375,65.543663,930300
6/20/2000,105.40625,105.4375,104.0625,104.75,65.019958,1360800
6/21/2000,104.3125,105.25,104.140625,104.9375,65.136383,599800
6/22/2000,104.59375,105.03125,103.375,104,64.554459,888200
6/23/2000,104.21875,104.984375,103.78125,104.4375,64.826019,726800
6/26/2000,104.9375,105.96875,104.71875,105.96875,65.77652,1014800
6/27/2000,105.65625,106.25,105.09375,105.375,65.407959,415600
6/28/2000,105.75,106.453125,105.078125,105.375,65.407959,516900
6/29/2000,104.609375,105.3125,103.625,104.25,64.709625,444300
6/30/2000,103.546875,104.5,103.34375,104.375,64.787193,655200
7/3/2000,104.75,105.96875,104.34375,105.96875,65.77652,267700
7/5/2000,105.359375,105.875,104.640625,105,65.175217,785200
7/6/2000,105.34375,105.453125,104.0625,105.09375,65.233368,330700
7/7/2000,105.5625,106.75,105.15625,106.328125,65.999588,634500
7/10/2000,106.0625,107.21875,106.0625,106.5,66.106277,387500
7/11/2000,106.46875,108.234375,106.28125,107.25,66.571785,1001400
7/12/2000,108.15625,108.59375,107.546875,107.8125,66.920967,977100
7/13/2000,108.53125,108.6875,107.625,108,67.037285,1176200
7/14/2000,108.1875,108.4375,107.625,108.25,67.192505,551300
7/17/2000,107.875,108.6875,107.5625,108,67.037285,690600
7/18/2000,107.5625,108,107.03125,107.625,66.804581,347600
7/19/2000,107.5625,108.15625,106.9375,107.1875,66.533005,764300
7/20/2000,107.8125,109.09375,107.8125,109.09375,67.716225,657900
7/21/2000,108.015625,108.34375,107,107,66.510475,471000
7/24/2000,107.375,107.75,106.6875,106.8125,66.393921,414300
7/25/2000,107.34375,107.5,106.6875,106.78125,66.374504,275600
7/26/2000,106.53125,106.75,105.390625,105.5,65.578072,406500
7/27/2000,105.578125,106.484375,105.15625,106.03125,65.90834,804400
7/28/2000,106.265625,106.5,104.53125,105,65.267303,523100
7/31/2000,105.4375,106,104.875,105,65.267303,352300
8/1/2000,105.53125,106.3125,105.046875,106,65.888901,385600
8/2/2000,105.90625,107.25,105.875,107,66.510475,724600
8/3/2000,106.09375,107.484375,106.046875,106.9375,66.471672,658400
8/4/2000,107.125,107.734375,106.640625,107.5,66.821304,880100
8/7/2000,107.78125,109.03125,107.359375,108.625,67.520615,1176900
8/8/2000,108.5625,109.96875,108.34375,109.65625,68.161598,807200
8/9/2000,109.40625,109.796875,108.90625,109.125,67.83139,1227000
8/10/2000,109.015625,109.59375,108.84375,109.21875,67.889618,429800
8/11/2000,109.21875,110.78125,109.15625,110.34375,68.589012,1093800
8/14/2000,110.28125,111.96875,110.09375,111.71875,69.443604,1212700
8/15/2000,111.484375,111.5,110.625,110.9375,68.957993,1258400
8/16/2000,111.03125,111.3125,109.765625,111.0625,69.035713,1050000
8/17/2000,110.015625,111.109375,110.015625,110.84375,68.899765,590600
8/18/2000,110.9375,110.9375,109.96875,110.4375,68.722923,349000
8/21/2000,110.9375,111.125,110.21875,111.125,69.150711,755100
8/22/2000,111.078125,112,111,111.546875,69.41317,1054000
8/23/2000,111.1875,111.875,110.65625,111.5,69.383957,602900
8/24/2000,111.40625,112.125,111.15625,112.03125,69.714645,408400
8/25/2000,111.875,112.25,111.53125,112.234375,69.841011,134900
8/28/2000,112.234375,113.328125,112.078125,112.6875,70.123016,531700
8/29/2000,112.4375,112.625,112,112.53125,70.025719,327200
8/30/2000,111.6875,112.25,110.9375,111.15625,69.170151,357300
8/31/2000,111.5,113.234375,111.4375,112.46875,69.986847,889600
9/1/2000,112.9375,113.25,112.328125,112.53125,70.025719,302000
9/5/2000,111.9375,113.125,111.8125,112.859375,70.22998,375700
9/6/2000,113.03125,114.09375,113.03125,113.1875,70.434135,715300
9/7/2000,112.78125,113.25,112.265625,112.78125,70.181343,650300
9/8/2000,112.265625,112.78125,111.890625,112.09375,69.75351,419300
9/11/2000,111.96875,113,111.40625,112.125,69.772995,765600
9/12/2000,111.9375,113.0625,111.15625,112.90625,70.259079,617600
9/13/2000,112.1875,112.5,111.578125,112.0625,69.734077,353400
9/14/2000,112.1875,112.46875,110.71875,111.015625,69.170891,663000
9/15/2000,110.78125,111,108.96875,109,67.915009,460400
9/18/2000,109.4375,109.46875,107.859375,108.25,67.447716,1033800
9/19/2000,108.4375,108.4375,107.59375,107.96875,67.27243,714100
9/20/2000,108,108.375,105.53125,106.9375,66.629868,3727200
9/21/2000,106.5625,108,106.25,106.25,66.201546,1943500
9/22/2000,106.1875,108.875,106,108.75,67.759209,1539300
9/25/2000,108.625,108.96875,107.78125,108.09375,67.350349,552100
9/26/2000,107.75,107.90625,106.15625,106.15625,66.143105,711500
9/27/2000,106.875,106.90625,105.78125,106.515625,66.367027,612500
9/28/2000,106.390625,108.625,106.328125,108.34375,67.506157,1042400
9/29/2000,107.9375,108.125,106.625,106.625,66.435158,780400
10/2/2000,106.984375,107.359375,106.34375,107.09375,66.727364,481400
10/3/2000,107.40625,108.78125,107,107.03125,66.688324,2242400
10/4/2000,107.5625,108.625,107.15625,107.890625,67.223801,1312100
10/5/2000,107.953125,108.5625,107.1875,107.46875,66.960968,652100
10/6/2000,107.25,107.96875,105.21875,106.1875,66.16259,1306700
10/9/2000,106.03125,106.53125,105.578125,105.796875,65.919205,555100
10/10/2000,106,106.390625,104.875,104.90625,65.364326,565500
10/11/2000,104.78125,105.8125,103.5625,104.40625,65.052734,1241600
10/12/2000,104.390625,104.390625,100.265625,100.375,62.54092,2638900
